iso;date;deces;naissances
FIN;2020-02-06;1534;4235
FIN;2020-02-07;1995;2756
FIN;2020-02-08;2203;3955
FIN;2020-02-09;1544;3713
FIN;2020-02-10;1127;4012
FIN;2020-02-11;2529;2990
FIN;2020-02-12;2061;3737
FIN;2020-02-13;2628;2585
FIN;2020-02-14;2046;3537
FIN;2020-02-15;2326;2635
FIN;2020-02-16;2968;2738
FIN;2020-02-17;2350;3244
FIN;2020-02-18;1478;3387
FIN;2020-02-19;2795;3877
FIN;2020-02-20;1029;2518
FIN;2020-02-21;1961;2776
FIN;2020-02-22;2188;3321
FIN;2020-02-23;2630;3910
FIN;2020-02-24;2168;3799
FIN;2020-02-25;2342;3598
FIN;2020-02-26;2516;2700
FIN;2020-02-27;1950;3628
FIN;2020-02-28;1033;3682
FIN;2020-02-29;2921;3067
FIN;2020-03-01;1512;3727
FIN;2020-03-02;1702;4348
FIN;2020-03-03;1606;3701
FIN;2020-03-04;1111;2696
FIN;2020-03-05;1147;2825
FIN;2020-03-06;1572;3465
FIN;2020-03-07;1964;3686
FIN;2020-03-08;1034;3686
FIN;2020-03-09;1799;2816
FIN;2020-03-10;2780;2741
FIN;2020-03-11;1008;3496
FIN;2020-03-12;1317;3813
FIN;2020-03-13;2954;3204
FIN;2020-03-14;2840;3123
FIN;2020-03-15;1230;2541
FIN;2020-03-16;1410;4107
FIN;2020-03-17;1746;2728
FIN;2020-03-18;2722;2819
FIN;2020-03-19;1845;3957
FIN;2020-03-20;1889;3992
FIN;2020-03-21;2383;4014
FIN;2020-03-22;2287;4067
FIN;2020-03-23;1120;2600
FIN;2020-03-24;1386;2510
FIN;2020-03-25;1393;4291
FIN;2020-03-26;1707;4381
FIN;2020-03-27;1613;4221
FIN;2020-03-28;1161;3277
FIN;2020-03-29;2796;3590
FIN;2020-03-30;2110;3693
FIN;2020-03-31;2988;2517
FIN;2020-04-01;1612;2561
FIN;2020-04-02;1344;3113
FIN;2020-04-03;1254;3824
FIN;2020-04-04;1760;4327
FIN;2020-04-05;2507;3186
FIN;2020-04-06;1350;4095
FIN;2020-04-07;2977;4054
FIN;2020-04-08;1901;4045
FIN;2020-04-09;2551;3425
FIN;2020-04-10;2591;2599
FIN;2020-04-11;2109;2753
FIN;2020-04-12;1406;3201
FIN;2020-04-13;1633;3944
FIN;2020-04-14;1838;3708
FIN;2020-04-15;2188;4287
FIN;2020-04-16;1698;3546
FIN;2020-04-17;1682;4341
FIN;2020-04-18;1495;4329
FIN;2020-04-19;2123;4084
FIN;2020-04-20;1474;3630
FIN;2020-04-21;1815;4070
FIN;2020-04-22;1508;2538
FIN;2020-04-23;1332;3133
FIN;2020-04-24;2541;3273
FIN;2020-04-25;1426;4076
FIN;2020-04-26;2218;3855
FIN;2020-04-27;2334;3529
FIN;2020-04-28;2969;3057
FIN;2020-04-29;2280;2915
FIN;2020-04-30;2618;2854
FIN;2020-05-01;2046;3963
FIN;2020-05-02;1095;2847
FIN;2020-05-03;2574;3274
FIN;2020-05-04;1120;3339
FIN;2020-05-05;2400;3501
FIN;2020-05-06;2516;3820
FIN;2020-05-07;1697;3855
FIN;2020-05-08;1809;3435
FIN;2020-05-09;2409;3881
FIN;2020-05-10;1580;3323
FIN;2020-05-11;2431;4351
FIN;2020-05-12;2664;3494
FIN;2020-05-13;2527;2623
FIN;2020-05-14;2782;4005
FIN;2020-05-15;1599;2922
FIN;2020-05-16;1120;3279
FIN;2020-05-17;2311;3229
FIN;2020-05-18;2584;2921
FIN;2020-05-19;2193;2906
FIN;2020-05-20;2582;2988
FIN;2020-05-21;1864;4493
FIN;2020-05-22;2167;4482
FIN;2020-05-23;1677;3150
FIN;2020-05-24;1208;3038
FIN;2020-05-25;1518;3651
FIN;2020-05-26;2190;2920
FIN;2020-05-27;2890;2659
FIN;2020-05-28;1306;2545
FIN;2020-05-29;2536;3233
FIN;2020-05-30;1973;3915
FIN;2020-05-31;1840;2606
FIN;2020-06-01;1141;2674
FIN;2020-06-02;1948;3244
FIN;2020-06-03;2546;3581
FIN;2020-06-04;1257;2576
FIN;2020-06-05;2470;3425
FIN;2020-06-06;2916;4055
FIN;2020-06-07;1804;3738
FIN;2020-06-08;2589;3413
FIN;2020-06-09;2974;2742
FIN;2020-06-10;2084;2836
FIN;2020-06-11;1016;3560
FIN;2020-06-12;2901;2535
FIN;2020-06-13;2158;3401
FIN;2020-06-14;2726;4099
FIN;2020-06-15;1111;4391
FIN;2020-06-16;2741;3898
FIN;2020-06-17;2344;2879
FIN;2020-06-18;1864;3466
FIN;2020-06-19;1466;3045
FIN;2020-06-20;2135;4313
FIN;2020-06-21;2300;2766
FIN;2020-06-22;1390;4466
FIN;2020-06-23;2516;2727
FIN;2020-06-24;1159;4408
FIN;2020-06-25;1100;3729
FIN;2020-06-26;2846;3404
FIN;2020-06-27;1522;3794
FIN;2020-06-28;2376;2953
FIN;2020-06-29;1361;3988
FIN;2020-06-30;1616;3205
FIN;2020-07-01;1690;2780
FIN;2020-07-02;1599;3540
FIN;2020-07-03;1760;4351
FIN;2020-07-04;1194;3016
FIN;2020-07-05;1192;3618
FIN;2020-07-06;1657;4314
FIN;2020-07-07;1825;3762
FIN;2020-07-08;2251;3535
FIN;2020-07-09;1634;4256
FIN;2020-07-10;1554;4478
FIN;2020-07-11;2276;3043
FIN;2020-07-12;2107;3091
FIN;2020-07-13;1808;4247
FIN;2020-07-14;1853;4042
FIN;2020-07-15;1528;4393
FIN;2020-07-16;2156;4170
FIN;2020-07-17;2837;3159
FIN;2020-07-18;2413;2990
FIN;2020-07-19;1160;4451
FIN;2020-07-20;1156;2818
FIN;2020-07-21;1319;4123
FIN;2020-07-22;1174;4337
FIN;2020-07-23;2252;3527
FIN;2020-07-24;2747;3614
FIN;2020-07-25;2950;3208
FIN;2020-07-26;2066;3533
FIN;2020-07-27;2080;3553
FIN;2020-07-28;1558;3099
FIN;2020-07-29;1958;3350
FIN;2020-07-30;1319;2769
FIN;2020-07-31;1596;3893
FIN;2020-08-01;2372;3461
FIN;2020-08-02;2020;4467
FIN;2020-08-03;1663;3969
FIN;2020-08-04;2603;4289
FIN;2020-08-05;1838;3227
FIN;2020-08-06;1874;3213
FIN;2020-08-07;2821;4483
FIN;2020-08-08;1105;3833
FIN;2020-08-09;2096;2623
FIN;2020-08-10;2501;3996
FIN;2020-08-11;1113;2954
FIN;2020-08-12;1420;2804
FIN;2020-08-13;2323;2614
FIN;2020-08-14;2711;3859
FIN;2020-08-15;2374;4469
FIN;2020-08-16;2660;3153
FIN;2020-08-17;2916;3695
FIN;2020-08-18;1561;3239
FIN;2020-08-19;2290;3023
FIN;2020-08-20;1841;3830
FIN;2020-08-21;1745;3087
FIN;2020-08-22;1601;3816
FIN;2020-08-23;1848;3717
FIN;2020-08-24;1001;3590
FIN;2020-08-25;1781;4455
FIN;2020-08-26;1335;2630
FIN;2020-08-27;1568;4307
FIN;2020-08-28;2753;3193
FIN;2020-08-29;2351;2949
FIN;2020-08-30;2074;3137
FIN;2020-08-31;1230;4049
FIN;2020-09-01;1914;3236
FIN;2020-09-02;2815;3974
FIN;2020-09-03;2149;2731
FIN;2020-09-04;2054;3224
FIN;2020-09-05;2947;3587
FIN;2020-09-06;1608;3453
FIN;2020-09-07;2255;4456
FIN;2020-09-08;2304;3051
FIN;2020-09-09;1000;2973
FIN;2020-09-10;2914;4144
FIN;2020-09-11;2126;3194
FIN;2020-09-12;2075;3504
FIN;2020-09-13;1560;3863
FIN;2020-09-14;1234;2661
FIN;2020-09-15;1222;4492
FIN;2020-09-16;1702;3401
FIN;2020-09-17;1453;4029
FIN;2020-09-18;2484;3874
FIN;2020-09-19;2759;2663
FIN;2020-09-20;2784;3268
FIN;2020-09-21;2238;4027
FIN;2020-09-22;1719;4076
FIN;2020-09-23;1993;3159
FIN;2020-09-24;1315;2689
FIN;2020-09-25;1670;3268
FIN;2020-09-26;1285;3824
FIN;2020-09-27;2186;4401
FIN;2020-09-28;2580;2542
FIN;2020-09-29;2404;2564
FIN;2020-09-30;1386;4215
FIN;2020-10-01;1716;4209
FIN;2020-10-02;2414;3778
FIN;2020-10-03;1766;3522
FIN;2020-10-04;2956;4423
FIN;2020-10-05;1913;2988
FIN;2020-10-06;2114;2557
FIN;2020-10-07;2735;3923
FIN;2020-10-08;1834;3702
FIN;2020-10-09;2840;3347
FIN;2020-10-10;2094;4030
FIN;2020-10-11;1648;3904
FIN;2020-10-12;2802;3039
FIN;2020-10-13;1779;3760
FIN;2020-10-14;2001;4021
FIN;2020-10-15;1766;3473
FIN;2020-10-16;1093;3669
FIN;2020-10-17;2438;3905
FIN;2020-10-18;1195;3904
FIN;2020-10-19;1559;2512
FIN;2020-10-20;2536;3026
FIN;2020-10-21;1864;2759
FIN;2020-10-22;2948;2769
FIN;2020-10-23;1336;3738
FIN;2020-10-24;2496;4321
FIN;2020-10-25;1942;3958
FIN;2020-10-26;2973;3697
FIN;2020-10-27;2708;3544
FIN;2020-10-28;1252;3080
FIN;2020-10-29;2818;2531
FIN;2020-10-30;2603;2975
FIN;2020-10-31;2495;2773
FIN;2020-11-01;2027;3132
FIN;2020-11-02;1608;4111
FIN;2020-11-03;1411;2661
FIN;2020-11-04;1749;2634
FIN;2020-11-05;2113;4111
FIN;2020-11-06;1807;4330
FIN;2020-11-07;2055;2925
FIN;2020-11-08;1418;2580
FIN;2020-11-09;2776;4235
FIN;2020-11-10;2636;3082
FIN;2020-11-11;1009;3410
FIN;2020-11-12;1424;3130
FIN;2020-11-13;1815;4303
FIN;2020-11-14;1599;3109
FIN;2020-11-15;2116;3910
FIN;2020-11-16;2325;3192
FIN;2020-11-17;1441;3369
FIN;2020-11-18;1711;3173
FIN;2020-11-19;1499;3167
FIN;2020-11-20;2903;3585
FIN;2020-11-21;2484;3182
FIN;2020-11-22;2835;2723
FIN;2020-11-23;1263;2836
FIN;2020-11-24;1463;4390
FIN;2020-11-25;1936;2993
FIN;2020-11-26;1773;4423
FIN;2020-11-27;1652;4043
FIN;2020-11-28;1213;4488
FIN;2020-11-29;2781;3467
FIN;2020-11-30;1848;2569
FIN;2020-12-01;2019;3928
FIN;2020-12-02;2227;3056
FIN;2020-12-03;2137;3249
FIN;2020-12-04;1425;4162
FIN;2020-12-05;2000;3106
FIN;2020-12-06;1923;3559
FIN;2020-12-07;1434;4490
FIN;2020-12-08;1147;2694
FIN;2020-12-09;1262;4413
FIN;2020-12-10;1189;4438
FIN;2020-12-11;1359;3535
FIN;2020-12-12;1482;3640
FIN;2020-12-13;2424;2518
FIN;2020-12-14;1726;3102
FIN;2020-12-15;2797;3272
FIN;2020-12-16;1047;2598
FIN;2020-12-17;2218;3550
FIN;2020-12-18;2006;3454
FIN;2020-12-19;1813;2569
FIN;2020-12-20;1064;3873
FIN;2020-12-21;1822;3017
FIN;2020-12-22;2943;3989
FIN;2020-12-23;2703;3679
FIN;2020-12-24;1324;4361
FIN;2020-12-25;1037;2512
FIN;2020-12-26;1625;2668
FIN;2020-12-27;1154;3614
FIN;2020-12-28;2331;3416
FIN;2020-12-29;1078;3033
FIN;2020-12-30;1289;3789
FIN;2020-12-31;2148;2984
FIN;2021-01-01;1810;3876
FIN;2021-01-02;2048;3553
FIN;2021-01-03;2462;2628
FIN;2021-01-04;1021;2719
FIN;2021-01-05;1428;3617
FIN;2021-01-06;2629;3636
FIN;2021-01-07;2509;3978
FIN;2021-01-08;1506;2826
FIN;2021-01-09;1277;3436
FIN;2021-01-10;2110;2564
FIN;2021-01-11;1156;4023
FIN;2021-01-12;2197;3180
FIN;2021-01-13;2018;3661
FIN;2021-01-14;2088;3644
FIN;2021-01-15;1469;3066
FIN;2021-01-16;1432;4321
FIN;2021-01-17;2370;2562
FIN;2021-01-18;1325;2537
FIN;2021-01-19;2490;2888
FIN;2021-01-20;2882;3890
FIN;2021-01-21;1961;2735
FIN;2021-01-22;2658;2940
FIN;2021-01-23;1540;4303
FIN;2021-01-24;1443;3426
FIN;2021-01-25;1321;4131
FIN;2021-01-26;1563;3192
FIN;2021-01-27;1966;3920
FIN;2021-01-28;1393;3990
FIN;2021-01-29;2002;3486
FIN;2021-01-30;1750;3487
FIN;2021-01-31;2124;3677
FIN;2021-02-01;2287;4165
FIN;2021-02-02;1668;3497
FIN;2021-02-03;1471;3050
FIN;2021-02-04;2855;3222
FIN;2021-02-05;2896;4444
FIN;2021-02-06;1221;3613
FIN;2021-02-07;2656;3433
FIN;2021-02-08;1626;3760
FIN;2021-02-09;1579;3560
FIN;2021-02-10;1190;3049
FIN;2021-02-11;2980;2751
FIN;2021-02-12;1113;4036
FIN;2021-02-13;2870;3881
FIN;2021-02-14;2213;2844
FIN;2021-02-15;2517;4316
FIN;2021-02-16;1167;4140
FIN;2021-02-17;1543;3659
FIN;2021-02-18;2909;4137
FIN;2021-02-19;2455;3664
FIN;2021-02-20;1503;4292
FIN;2021-02-21;1601;3690
FIN;2021-02-22;2225;2927
FIN;2021-02-23;2338;4179
FIN;2021-02-24;2905;3533
FIN;2021-02-25;1040;3482
FIN;2021-02-26;1508;2776
FIN;2021-02-27;2150;4454
FIN;2021-02-28;1676;3187
FIN;2021-03-01;1707;2535
FIN;2021-03-02;1619;3065
FIN;2021-03-03;1967;3606
FIN;2021-03-04;1401;3004
FIN;2021-03-05;2146;3273
FIN;2021-03-06;2841;2554
FIN;2021-03-07;2064;2977
FIN;2021-03-08;1358;4398
FIN;2021-03-09;1187;2846
FIN;2021-03-10;1113;2575
FIN;2021-03-11;1765;3564
FIN;2021-03-12;1063;2834
FIN;2021-03-13;1382;3631
FIN;2021-03-14;2023;3840
FIN;2021-03-15;2367;2711
FIN;2021-03-16;2353;3322
FIN;2021-03-17;2879;4471
FIN;2021-03-18;2737;3789
FIN;2021-03-19;1457;4494
FIN;2021-03-20;2483;3271
FIN;2021-03-21;2490;4075
FIN;2021-03-22;2254;3582
FIN;2021-03-23;1928;3380
FIN;2021-03-24;1900;3844
FIN;2021-03-25;1389;3597
FIN;2021-03-26;2952;2887
FIN;2021-03-27;1145;3383
FIN;2021-03-28;2427;3496
FIN;2021-03-29;1700;3799
FIN;2021-03-30;2571;3855
FIN;2021-03-31;1662;2656
FIN;2021-04-01;1168;2963
FIN;2021-04-02;2292;4262
FIN;2021-04-03;2584;3415
FIN;2021-04-04;2845;3913
FIN;2021-04-05;1673;3879
FIN;2021-04-06;1307;3136
FIN;2021-04-07;2957;3587
FIN;2021-04-08;2564;3085
FIN;2021-04-09;1630;3526
FIN;2021-04-10;1224;3204
FIN;2021-04-11;1263;3341
FIN;2021-04-12;1108;3832
FIN;2021-04-13;2846;2821
FIN;2021-04-14;1931;3212
FIN;2021-04-15;2003;4235
FIN;2021-04-16;1653;3303
FIN;2021-04-17;2039;3218
FIN;2021-04-18;2288;3326
FIN;2021-04-19;1926;4260
FIN;2021-04-20;2484;2963
FIN;2021-04-21;2605;3012
FIN;2021-04-22;1635;3079
FIN;2021-04-23;1623;3951
FIN;2021-04-24;2127;2754
FIN;2021-04-25;1537;3218
FIN;2021-04-26;2863;3276
FIN;2021-04-27;2678;4357
FIN;2021-04-28;1596;2548
FIN;2021-04-29;2685;4148
FIN;2021-04-30;2147;4303
FIN;2021-05-01;2258;2512
FIN;2021-05-02;2082;4353
FIN;2021-05-03;1737;3655
FIN;2021-05-04;2205;4118
FIN;2021-05-05;1073;4481
FIN;2021-05-06;2497;3073
FIN;2021-05-07;2659;2598
FIN;2021-05-08;1035;4045
FIN;2021-05-09;1051;4299
FIN;2021-05-10;1531;4211
FRA;2020-01-24;2542;3762
FRA;2020-01-25;1241;3681
FRA;2020-01-26;1226;3915
FRA;2020-01-27;2754;3508
FRA;2020-01-28;2097;3035
FRA;2020-01-29;2368;3113
FRA;2020-01-30;1373;3940
FRA;2020-01-31;2836;2735
FRA;2020-02-01;2100;2842
FRA;2020-02-02;2923;4486
FRA;2020-02-03;1914;3358
FRA;2020-02-04;2049;4220
FRA;2020-02-05;2491;2981
FRA;2020-02-06;2722;3991
FRA;2020-02-07;1809;2660
FRA;2020-02-08;1968;3736
FRA;2020-02-09;1833;3944
FRA;2020-02-10;1275;2977
FRA;2020-02-11;2081;2980
FRA;2020-02-12;1909;3618
FRA;2020-02-13;1958;2564
FRA;2020-02-14;2647;4218
FRA;2020-02-15;2986;3705
FRA;2020-02-16;1053;3253
FRA;2020-02-17;1681;3602
FRA;2020-02-18;2645;4343
FRA;2020-02-19;1411;2947
FRA;2020-02-20;1654;3912
FRA;2020-02-21;2323;3062
FRA;2020-02-22;1264;2778
FRA;2020-02-23;2501;4269
FRA;2020-02-24;1182;2604
FRA;2020-02-25;2102;3935
FRA;2020-02-26;1507;3019
FRA;2020-02-27;1673;4397
FRA;2020-02-28;2013;2984
FRA;2020-02-29;2065;4048
FRA;2020-03-01;2453;2786
FRA;2020-03-02;1403;2789
FRA;2020-03-03;2462;3487
FRA;2020-03-04;1185;3042
FRA;2020-03-05;1647;4227
FRA;2020-03-06;1754;4052
FRA;2020-03-07;2103;3257
FRA;2020-03-08;2190;3697
FRA;2020-03-09;1604;3684
FRA;2020-03-10;2698;4031
FRA;2020-03-11;1770;3599
FRA;2020-03-12;1140;3328
FRA;2020-03-13;2125;4149
FRA;2020-03-14;2818;3370
FRA;2020-03-15;1850;3278
FRA;2020-03-16;1861;3269
FRA;2020-03-17;2471;3859
FRA;2020-03-18;1691;3716
FRA;2020-03-19;1823;3834
FRA;2020-03-20;2246;3761
FRA;2020-03-21;1788;4467
FRA;2020-03-22;2162;3443
FRA;2020-03-23;2665;2735
FRA;2020-03-24;1992;3040
FRA;2020-03-25;2303;4240
FRA;2020-03-26;1791;2719
FRA;2020-03-27;2688;2611
FRA;2020-03-28;1822;4375
FRA;2020-03-29;1113;3292
FRA;2020-03-30;2441;2920
FRA;2020-03-31;2742;2695
FRA;2020-04-01;1010;3865
FRA;2020-04-02;2652;3200
FRA;2020-04-03;2262;2541
FRA;2020-04-04;2535;4413
FRA;2020-04-05;2981;3829
FRA;2020-04-06;2928;3070
FRA;2020-04-07;2451;3919
FRA;2020-04-08;1393;4162
FRA;2020-04-09;1813;3057
FRA;2020-04-10;2360;3739
FRA;2020-04-11;1808;4155
FRA;2020-04-12;2301;4300
FRA;2020-04-13;2323;3271
FRA;2020-04-14;1625;3892
FRA;2020-04-15;2230;3530
FRA;2020-04-16;1863;3837
FRA;2020-04-17;1612;2767
FRA;2020-04-18;2485;4283
FRA;2020-04-19;1807;2834
FRA;2020-04-20;2829;2941
FRA;2020-04-21;1780;3472
FRA;2020-04-22;1345;3613
FRA;2020-04-23;2106;2995
FRA;2020-04-24;2330;2711
FRA;2020-04-25;2845;4301
FRA;2020-04-26;2141;4400
FRA;2020-04-27;1515;3824
FRA;2020-04-28;2866;3721
FRA;2020-04-29;1916;3166
FRA;2020-04-30;2146;2970
FRA;2020-05-01;1543;3921
FRA;2020-05-02;2871;3014
FRA;2020-05-03;2038;3530
FRA;2020-05-04;2470;3420
FRA;2020-05-05;2609;3930
FRA;2020-05-06;1563;3340
FRA;2020-05-07;2595;2731
FRA;2020-05-08;2837;4198
FRA;2020-05-09;2210;2858
FRA;2020-05-10;1032;3279
FRA;2020-05-11;2403;2883
FRA;2020-05-12;1890;4481
FRA;2020-05-13;1483;4460
FRA;2020-05-14;2613;3371
FRA;2020-05-15;2785;4370
FRA;2020-05-16;1283;4019
FRA;2020-05-17;2353;2753
FRA;2020-05-18;1053;2870
FRA;2020-05-19;2397;4298
FRA;2020-05-20;2361;2693
FRA;2020-05-21;1569;3291
FRA;2020-05-22;1105;2959
FRA;2020-05-23;2376;3848
FRA;2020-05-24;2269;3782
FRA;2020-05-25;2522;2570
FRA;2020-05-26;1510;4114
FRA;2020-05-27;1914;2675
FRA;2020-05-28;1834;3240
FRA;2020-05-29;1747;3560
FRA;2020-05-30;1764;4052
FRA;2020-05-31;1557;4310
FRA;2020-06-01;2344;2682
FRA;2020-06-02;1473;4003
FRA;2020-06-03;2795;3105
FRA;2020-06-04;1974;3331
FRA;2020-06-05;2500;4257
FRA;2020-06-06;1651;3398
FRA;2020-06-07;2288;2909
FRA;2020-06-08;2095;3706
FRA;2020-06-09;2911;4165
FRA;2020-06-10;2778;3215
FRA;2020-06-11;1655;4229
FRA;2020-06-12;2949;2822
FRA;2020-06-13;2885;2615
FRA;2020-06-14;1663;2578
FRA;2020-06-15;2241;4098
FRA;2020-06-16;2116;3794
FRA;2020-06-17;1061;3206
FRA;2020-06-18;2965;2639
FRA;2020-06-19;2781;3478
FRA;2020-06-20;2703;3108
FRA;2020-06-21;2374;3466
FRA;2020-06-22;1279;3338
FRA;2020-06-23;2801;2971
FRA;2020-06-24;2368;3444
FRA;2020-06-25;1995;4394
FRA;2020-06-26;2092;3121
FRA;2020-06-27;2080;2516
FRA;2020-06-28;2180;4295
FRA;2020-06-29;1685;3201
FRA;2020-06-30;2623;2700
FRA;2020-07-01;1935;3520
FRA;2020-07-02;1816;4356
FRA;2020-07-03;1379;3835
FRA;2020-07-04;1939;3545
FRA;2020-07-05;1879;3682
FRA;2020-07-06;1460;2843
FRA;2020-07-07;2911;3633
FRA;2020-07-08;2476;2702
FRA;2020-07-09;1690;3034
FRA;2020-07-10;2881;4217
FRA;2020-07-11;2794;2672
FRA;2020-07-12;1384;3872
FRA;2020-07-13;1761;4097
FRA;2020-07-14;2142;4315
FRA;2020-07-15;2671;4395
FRA;2020-07-16;2531;2622
FRA;2020-07-17;2182;3714
FRA;2020-07-18;1337;3797
FRA;2020-07-19;2511;3701
FRA;2020-07-20;2360;2791
FRA;2020-07-21;1453;3433
FRA;2020-07-22;1270;3808
FRA;2020-07-23;1643;2836
FRA;2020-07-24;1146;4162
FRA;2020-07-25;1710;3318
FRA;2020-07-26;2724;3285
FRA;2020-07-27;1589;2546
FRA;2020-07-28;1732;4297
FRA;2020-07-29;1440;2726
FRA;2020-07-30;1781;2528
FRA;2020-07-31;1691;4102
FRA;2020-08-01;2349;4361
FRA;2020-08-02;2654;2937
FRA;2020-08-03;2759;3345
FRA;2020-08-04;2139;2874
FRA;2020-08-05;2673;4133
FRA;2020-08-06;1237;3052
FRA;2020-08-07;1183;2937
FRA;2020-08-08;2661;4407
FRA;2020-08-09;2827;3427
FRA;2020-08-10;1574;2917
FRA;2020-08-11;1434;3517
FRA;2020-08-12;1848;3810
FRA;2020-08-13;1503;4100
FRA;2020-08-14;2604;3169
FRA;2020-08-15;1502;3391
FRA;2020-08-16;1466;3192
FRA;2020-08-17;1059;3174
FRA;2020-08-18;2364;3822
FRA;2020-08-19;1726;2646
FRA;2020-08-20;1567;3118
FRA;2020-08-21;1326;3968
FRA;2020-08-22;2984;3190
FRA;2020-08-23;1849;2508
FRA;2020-08-24;2069;3056
FRA;2020-08-25;1124;4132
FRA;2020-08-26;1924;3648
FRA;2020-08-27;2809;3351
FRA;2020-08-28;2647;3837
FRA;2020-08-29;1575;4421
FRA;2020-08-30;1384;3495
FRA;2020-08-31;2612;3240
FRA;2020-09-01;2336;2865
FRA;2020-09-02;1874;3475
FRA;2020-09-03;2248;2505
FRA;2020-09-04;1641;3019
FRA;2020-09-05;1804;3267
FRA;2020-09-06;1312;3095
FRA;2020-09-07;2517;3808
FRA;2020-09-08;1019;3148
FRA;2020-09-09;1543;4151
FRA;2020-09-10;2818;3091
FRA;2020-09-11;2987;3270
FRA;2020-09-12;2314;4020
FRA;2020-09-13;1256;2764
FRA;2020-09-14;2055;3664
FRA;2020-09-15;1338;2559
FRA;2020-09-16;2753;2813
FRA;2020-09-17;2161;2550
FRA;2020-09-18;2638;3007
FRA;2020-09-19;1533;4392
FRA;2020-09-20;2594;3665
FRA;2020-09-21;1980;2849
FRA;2020-09-22;2371;3344
FRA;2020-09-23;1778;3052
FRA;2020-09-24;1695;2935
FRA;2020-09-25;2284;3826
FRA;2020-09-26;1168;2817
FRA;2020-09-27;1165;2760
FRA;2020-09-28;2450;3128
FRA;2020-09-29;2180;4324
FRA;2020-09-30;2253;3397
FRA;2020-10-01;1503;3435
FRA;2020-10-02;1798;3232
FRA;2020-10-03;1494;2997
FRA;2020-10-04;2734;3599
FRA;2020-10-05;1387;2907
FRA;2020-10-06;1553;2632
FRA;2020-10-07;2217;3185
FRA;2020-10-08;2127;3702
FRA;2020-10-09;2498;3829
FRA;2020-10-10;2217;2623
FRA;2020-10-11;1705;3172
FRA;2020-10-12;2330;4311
FRA;2020-10-13;1330;3503
FRA;2020-10-14;2322;3365
FRA;2020-10-15;2665;3140
FRA;2020-10-16;2132;3258
FRA;2020-10-17;2755;4336
FRA;2020-10-18;2623;4333
FRA;2020-10-19;1377;3893
FRA;2020-10-20;2231;4152
FRA;2020-10-21;1347;2644
FRA;2020-10-22;1594;2996
FRA;2020-10-23;2138;2524
FRA;2020-10-24;2764;3362
FRA;2020-10-25;2159;3096
FRA;2020-10-26;2519;2812
FRA;2020-10-27;1222;3716
FRA;2020-10-28;2091;3017
FRA;2020-10-29;1171;4459
FRA;2020-10-30;2234;3065
FRA;2020-10-31;1202;4310
FRA;2020-11-01;1776;3492
FRA;2020-11-02;1415;2916
FRA;2020-11-03;1638;4006
FRA;2020-11-04;1041;3587
FRA;2020-11-05;2469;4161
FRA;2020-11-06;2416;3764
FRA;2020-11-07;1090;3750
FRA;2020-11-08;2373;2947
FRA;2020-11-09;1362;4496
FRA;2020-11-10;2837;4241
FRA;2020-11-11;1090;3323
FRA;2020-11-12;2808;3546
FRA;2020-11-13;2583;3823
FRA;2020-11-14;1936;3707
FRA;2020-11-15;1035;3844
FRA;2020-11-16;1498;3271
FRA;2020-11-17;2540;3030
FRA;2020-11-18;2566;4080
FRA;2020-11-19;2227;3747
FRA;2020-11-20;2543;3852
FRA;2020-11-21;2338;3011
FRA;2020-11-22;2251;2933
FRA;2020-11-23;2890;3336
FRA;2020-11-24;1825;4089
FRA;2020-11-25;2522;4335
FRA;2020-11-26;2949;2776
FRA;2020-11-27;2340;4040
FRA;2020-11-28;2876;3465
FRA;2020-11-29;2899;2846
FRA;2020-11-30;1577;3488
FRA;2020-12-01;2905;4340
FRA;2020-12-02;1181;2862
FRA;2020-12-03;2356;3317
FRA;2020-12-04;2029;3607
FRA;2020-12-05;2390;2719
FRA;2020-12-06;1079;3619
FRA;2020-12-07;2012;3469
FRA;2020-12-08;2907;4465
FRA;2020-12-09;1077;2574
FRA;2020-12-10;2390;3294
FRA;2020-12-11;2687;4413
FRA;2020-12-12;2084;2834
FRA;2020-12-13;2655;3365
FRA;2020-12-14;1059;3821
FRA;2020-12-15;1562;3803
FRA;2020-12-16;1597;3166
FRA;2020-12-17;1603;2656
FRA;2020-12-18;2344;2826
FRA;2020-12-19;2047;4048
FRA;2020-12-20;1034;3653
FRA;2020-12-21;2263;2504
FRA;2020-12-22;2474;2827
FRA;2020-12-23;2994;2589
FRA;2020-12-24;2996;2585
FRA;2020-12-25;1247;3433
FRA;2020-12-26;1357;4070
FRA;2020-12-27;1284;2719
FRA;2020-12-28;1563;4223
FRA;2020-12-29;1419;2996
FRA;2020-12-30;1150;3992
FRA;2020-12-31;1933;2748
FRA;2021-01-01;2822;3617
FRA;2021-01-02;1113;3429
FRA;2021-01-03;2890;2798
FRA;2021-01-04;2246;3879
FRA;2021-01-05;2221;3893
FRA;2021-01-06;1123;2826
FRA;2021-01-07;2950;3544
FRA;2021-01-08;1422;4333
FRA;2021-01-09;1590;4470
FRA;2021-01-10;2072;3328
FRA;2021-01-11;2218;2798
FRA;2021-01-12;1851;4224
FRA;2021-01-13;1564;3014
FRA;2021-01-14;1734;2652
FRA;2021-01-15;1944;2931
FRA;2021-01-16;2380;3960
FRA;2021-01-17;2648;4412
FRA;2021-01-18;1917;4193
FRA;2021-01-19;1336;2878
